county,date,icu_avail,icu_total,med_avail,med_total,ped_avail,ped_total,pic_avail,pic_total,covid_patients,covid_vents,vents_use,vents,icu_avail_mean,icu_total_mean,med_avail_mean,med_total_mean,ped_avail_mean,ped_total_mean,pic_avail_mean,pic_total_mean,covid_patients_mean,covid_vents_mean,vents_use_mean,vents_mean,icu_percent,med_percent,ped_percent,pic_percent,covid_icu,covid_icu_mean,county_fips,latitude,longitude
York,2020-04-01T00:00:00Z,41,108,249,549,14,19,0,0,9,5,34,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,45.4,73.7,NA,NA,NA,42133,39.92192531,-76.72576052
Bedford,2020-04-02T00:00:00Z,4,4,36,40,0,0,0,0,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,90,NA,NA,NA,NA,42009,40.00737536,-78.49116474
Washington,2020-04-02T00:00:00Z,14,32,81,222,0,0,0,0,3,1,10,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,36.5,NA,NA,NA,NA,42125,40.19109663,-80.25180083
Adams,2020-04-02T00:00:00Z,6,9,22,45,0,0,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,48.9,NA,NA,NA,NA,42001,39.87209565,-77.22224271
Butler,2020-04-02T00:00:00Z,11,13,77,94,0,0,0,0,8,3,8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6,81.9,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Clarion,2020-04-02T00:00:00Z,2,5,17,25,0,0,0,0,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,68,NA,NA,NA,NA,42031,41.19279129,-79.42483608
Bradford,2020-04-02T00:00:00Z,6,20,144,159,0,0,0,0,1,0,10,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,90.6,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Clearfield,2020-04-02T00:00:00Z,9,27,45,95,7,10,0,0,0,0,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,47.4,70,NA,NA,NA,42033,41.000429,-78.47558343
Cameron,2020-04-02T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42023,41.43880265,-78.20916932
Cambria,2020-04-02T00:00:00Z,28,64,148,241,7,7,0,0,1,0,17,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.8,61.4,100,NA,NA,NA,42021,40.49127491,-78.71894174
Beaver,2020-04-02T00:00:00Z,4,16,7,69,0,0,0,0,2,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10.1,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Armstrong,2020-04-02T00:00:00Z,1,6,22,22,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,100,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Bucks,2020-04-02T00:00:00Z,32,78,390,708,33,43,0,1,26,7,31,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,55.1,76.7,0,NA,NA,42017,40.33501133,-75.11291241
Blair,2020-04-02T00:00:00Z,73,146,168,270,4,12,0,0,6,2,15,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,62.2,33.3,NA,NA,NA,42013,40.48555024,-78.34907687
Chester,2020-04-02T00:00:00Z,32,70,279,444,8,0,0,0,20,13,30,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7,62.8,NA,NA,NA,NA,42029,39.97487056,-75.75626498
Allegheny,2020-04-02T00:00:00Z,326,782,1369,2928,158,257,10,48,62,28,143,806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7,46.8,61.5,20.8,NA,NA,42003,40.46735543,-79.98619843
Centre,2020-04-02T00:00:00Z,9,12,88,92,6,6,0,0,0,0,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,95.7,100,NA,NA,NA,42027,40.9193135,-77.82500112
Clinton,2020-04-02T00:00:00Z,0,0,16,23,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Carbon,2020-04-02T00:00:00Z,0,6,17,40,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42.5,NA,NA,NA,NA,42025,40.91936701,-75.71107039
Berks,2020-04-02T00:00:00Z,36,71,180,335,28,34,0,0,17,1,23,114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7,53.7,82.4,NA,NA,NA,42011,40.41939635,-75.93077327
Greene,2020-04-02T00:00:00Z,0,0,11,18,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Potter,2020-04-02T00:00:00Z,4,4,28,28,3,3,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,NA,NA,NA,42105,41.74420644,-77.89879229
Erie,2020-04-02T00:00:00Z,64,170,316,597,16,20,0,0,2,0,48,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.6,52.9,80,NA,NA,NA,42049,41.99413787,-80.0407591
Forest,2020-04-02T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Juniata,2020-04-02T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Somerset,2020-04-02T00:00:00Z,8,30,104,68,0,0,0,0,1,0,1,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.7,152.9,NA,NA,NA,NA,42111,39.97146299,-79.03100206
Franklin,2020-04-02T00:00:00Z,16,34,116,182,2,6,0,0,2,1,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,63.7,33.3,NA,NA,NA,42055,39.92786197,-77.72398845
Cumberland,2020-04-02T00:00:00Z,27,88,135,348,0,4,0,0,5,2,17,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,38.8,0,NA,NA,NA,42041,40.16759839,-77.26866271
Delaware,2020-04-02T00:00:00Z,20,86,205,421,1,5,0,0,34,20,66,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.3,48.7,20,NA,NA,NA,42045,39.91657867,-75.40627712
Jefferson,2020-04-02T00:00:00Z,5,5,36,58,0,0,0,0,0,0,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,62.1,NA,NA,NA,NA,42065,41.13139091,-79.00101814
Elk,2020-04-02T00:00:00Z,3,4,9,10,2,2,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,90,100,NA,NA,NA,42047,41.42819416,-78.64947713
Fayette,2020-04-02T00:00:00Z,6,15,89,136,0,0,0,0,1,0,6,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,65.4,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Huntingdon,2020-04-02T00:00:00Z,1,7,41,50,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,82,NA,NA,NA,NA,42061,40.416105,-77.9827661
Columbia,2020-04-02T00:00:00Z,11,14,30,36,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6,83.3,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Crawford,2020-04-02T00:00:00Z,12,18,96,138,6,6,0,0,0,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,69.6,100,NA,NA,NA,42039,41.68546907,-80.11321083
Indiana,2020-04-02T00:00:00Z,5,12,72,102,0,0,0,0,0,0,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.7,70.6,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Fulton,2020-04-02T00:00:00Z,0,0,13,21,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.9,NA,NA,NA,NA,42057,39.92487511,-78.11485045
Dauphin,2020-04-02T00:00:00Z,55,164,176,495,26,60,2,18,24,9,67,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,35.6,43.3,11.1,NA,NA,42043,40.41974636,-76.77960568
Montgomery,2020-04-02T00:00:00Z,95,270,542,1382,33,35,0,0,141,41,97,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.2,39.2,94.3,NA,NA,NA,42091,40.20989874,-75.37252001
Lancaster,2020-04-02T00:00:00Z,29,81,276,515,29,29,0,0,21,6,21,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.8,53.6,100,NA,NA,NA,42071,40.04590796,-76.25138768
Lebanon,2020-04-02T00:00:00Z,7,17,45,102,0,0,0,0,7,4,7,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.2,44.1,NA,NA,NA,NA,42075,40.367597,-76.46182575
McKean,2020-04-02T00:00:00Z,6,10,31,38,22,29,0,0,0,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,81.6,75.9,NA,NA,NA,42083,41.81037074,-78.5712202
Montour,2020-04-02T00:00:00Z,24,116,78,267,13,36,7,14,7,2,34,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.7,29.2,36.1,50,NA,NA,42093,41.02801824,-76.66470527
Mercer,2020-04-02T00:00:00Z,23,34,234,333,0,0,0,0,0,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6,70.3,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Mifflin,2020-04-02T00:00:00Z,17,39,29,58,0,0,0,0,0,0,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6,50,NA,NA,NA,NA,42087,40.61274928,-77.62003089
Luzerne,2020-04-02T00:00:00Z,25,83,133,355,6,7,0,0,17,7,25,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.1,37.5,85.7,NA,NA,NA,42079,41.17836439,-75.9919961
Northampton,2020-04-02T00:00:00Z,10,30,107,229,0,0,0,0,22,13,12,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,46.7,NA,NA,NA,NA,42095,40.7545954,-75.31263726
Lycoming,2020-04-02T00:00:00Z,17,54,171,234,4,5,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.5,73.1,80,NA,NA,NA,42081,41.34459792,-77.06942457
Lackawanna,2020-04-02T00:00:00Z,5,67,146,427,7,22,0,0,19,8,17,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,34.2,31.8,NA,NA,NA,42069,41.43910064,-75.61218345
Lehigh,2020-04-02T00:00:00Z,54,196,500,1106,50,88,8,10,87,34,93,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.6,45.2,56.8,80,NA,NA,42077,40.61464794,-75.60099481
Monroe,2020-04-02T00:00:00Z,12,36,124,254,16,16,0,0,58,16,22,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,48.8,100,NA,NA,NA,42089,41.06091787,-75.34083603
Lawrence,2020-04-02T00:00:00Z,5,11,42,91,0,0,0,0,3,1,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,46.2,NA,NA,NA,NA,42073,40.99325035,-80.33754114
Pike,2020-04-02T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42103,41.332572,-75.03270924
Perry,2020-04-02T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42099,40.40415317,-77.25907385
Northumberland,2020-04-02T00:00:00Z,4,7,23,40,0,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1,57.5,NA,NA,NA,NA,42097,40.85150926,-76.71188423
Snyder,2020-04-02T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42109,40.77113737,-77.07255968
Schuylkill,2020-04-02T00:00:00Z,2,16,55,123,8,9,0,0,1,0,3,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,44.7,88.9,NA,NA,NA,42107,40.70751243,-76.22332385
Philadelphia,2020-04-02T00:00:00Z,264,919,1444,3761,38,41,60,238,343,94,405,1286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.7,38.4,92.7,25.2,NA,NA,42101,40.00444354,-75.140236
Sullivan,2020-04-02T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42113,41.4480994,-76.5147922
Wayne,2020-04-02T00:00:00Z,6,8,2,23,5,5,0,0,4,1,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,8.7,100,NA,NA,NA,42127,41.64969805,-75.3051535
Westmoreland,2020-04-02T00:00:00Z,42,79,184,327,0,0,0,0,10,3,18,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.2,56.3,NA,NA,NA,NA,42129,40.310315,-79.47134118
Wyoming,2020-04-02T00:00:00Z,4,6,36,38,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,94.7,NA,NA,NA,NA,42131,41.51892488,-76.01813003
Union,2020-04-02T00:00:00Z,7,11,40,62,7,8,0,0,0,0,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.6,64.5,87.5,NA,NA,NA,42119,40.96473131,-77.06415803
Warren,2020-04-02T00:00:00Z,0,6,8,24,0,0,0,0,0,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,33.3,NA,NA,NA,NA,42123,41.81675237,-79.27858158
Venango,2020-04-02T00:00:00Z,26,45,38,58,0,0,0,0,4,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8,65.5,NA,NA,NA,NA,42121,41.40341259,-79.76286561
York,2020-04-02T00:00:00Z,43,130,261,551,17,19,0,0,14,6,38,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1,47.4,89.5,NA,NA,NA,42133,39.92192531,-76.72576052
Susquehanna,2020-04-02T00:00:00Z,0,0,18,46,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,NA,NA,NA,NA,42115,41.8205686,-75.80250303
Tioga,2020-04-02T00:00:00Z,1,6,21,35,0,0,0,0,0,0,0,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,60,NA,NA,NA,NA,42117,41.77333834,-77.25788076
Carbon,2020-04-03T00:00:00Z,0,6,12,40,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,NA,NA,NA,NA,42025,40.91936701,-75.71107039
Clearfield,2020-04-03T00:00:00Z,12,27,42,92,6,10,0,0,0,0,5,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,45.7,60,NA,NA,NA,42033,41.000429,-78.47558343
Centre,2020-04-03T00:00:00Z,8,12,90,92,6,6,0,0,1,1,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.7,97.8,100,NA,NA,NA,42027,40.9193135,-77.82500112
Allegheny,2020-04-03T00:00:00Z,314,786,1505,3065,161,255,12,48,63,28,144,808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9,49.1,63.1,25,NA,NA,42003,40.46735543,-79.98619843
Beaver,2020-04-03T00:00:00Z,2,18,19,78,0,0,0,0,2,0,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,24.4,NA,NA,NA,NA,42007,40.68349245,-80.35107356
Clinton,2020-04-03T00:00:00Z,0,0,19,23,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.6,NA,NA,NA,NA,42035,41.23286274,-77.642837599999993
Bucks,2020-04-03T00:00:00Z,28,78,396,708,32,43,0,1,29,8,29,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.9,55.9,74.4,0,NA,NA,42017,40.33501133,-75.11291241
Bedford,2020-04-03T00:00:00Z,4,4,33,40,0,0,0,0,0,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,82.5,NA,NA,NA,NA,42009,40.00737536,-78.49116474
Blair,2020-04-03T00:00:00Z,75,147,172,273,5,12,0,0,7,2,11,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,63,41.7,NA,NA,NA,42013,40.48555024,-78.34907687
Clarion,2020-04-03T00:00:00Z,2,5,15,25,0,0,0,0,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,60,NA,NA,NA,NA,42031,41.19279129,-79.42483608
Cambria,2020-04-03T00:00:00Z,30,64,162,241,7,7,0,0,1,1,17,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9,67.2,100,NA,NA,NA,42021,40.49127491,-78.71894174
Cameron,2020-04-03T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42023,41.43880265,-78.20916932
Berks,2020-04-03T00:00:00Z,43,71,185,529,29,34,0,0,19,3,16,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6,35,85.3,NA,NA,NA,42011,40.41939635,-75.93077327
Armstrong,2020-04-03T00:00:00Z,1,6,22,22,0,0,0,0,0,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7,100,NA,NA,NA,NA,42005,40.81509526,-79.47316899
Butler,2020-04-03T00:00:00Z,11,13,82,85,0,0,0,0,8,3,8,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.6,96.5,NA,NA,NA,NA,42019,40.91083185,-79.91711779
Adams,2020-04-03T00:00:00Z,7,10,20,45,0,0,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,44.4,NA,NA,NA,NA,42001,39.87209565,-77.22224271
Bradford,2020-04-03T00:00:00Z,6,20,146,159,0,0,0,0,1,0,10,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,91.8,NA,NA,NA,NA,42015,41.79117814,-76.51825624
Chester,2020-04-03T00:00:00Z,37,73,218,438,2,2,0,0,24,14,28,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7,49.8,100,NA,NA,NA,42029,39.97487056,-75.75626498
Cumberland,2020-04-03T00:00:00Z,24,88,101,348,0,4,0,0,7,1,20,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.3,29,0,NA,NA,NA,42041,40.16759839,-77.26866271
Dauphin,2020-04-03T00:00:00Z,55,164,181,495,23,60,3,18,23,11,65,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.5,36.6,38.3,16.7,NA,NA,42043,40.41974636,-76.77960568
Huntingdon,2020-04-03T00:00:00Z,5,7,40,50,0,0,0,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4,80,NA,NA,NA,NA,42061,40.416105,-77.9827661
Elk,2020-04-03T00:00:00Z,1,1,5,14,2,2,0,0,0,0,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,35.7,100,NA,NA,NA,42047,41.42819416,-78.64947713
Forest,2020-04-03T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42053,41.51357876,-79.23780995
Crawford,2020-04-03T00:00:00Z,11,18,96,138,6,6,0,0,0,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1,69.6,100,NA,NA,NA,42039,41.68546907,-80.11321083
Fayette,2020-04-03T00:00:00Z,8,15,89,136,0,0,0,0,1,1,5,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.3,65.4,NA,NA,NA,NA,42051,39.9194478,-79.65189635
Jefferson,2020-04-03T00:00:00Z,2,5,34,59,0,0,0,0,0,0,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,57.6,NA,NA,NA,NA,42065,41.13139091,-79.00101814
Juniata,2020-04-03T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42067,40.53433008,-77.405775
Erie,2020-04-03T00:00:00Z,84,170,340,616,17,21,0,0,3,0,46,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.4,55.2,81,NA,NA,NA,42049,41.99413787,-80.0407591
Greene,2020-04-03T00:00:00Z,0,0,7,18,0,0,0,0,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9,NA,NA,NA,NA,42059,39.85480393,-80.22943817
Franklin,2020-04-03T00:00:00Z,19,34,110,182,1,6,0,0,3,1,2,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9,60.4,16.7,NA,NA,NA,42055,39.92786197,-77.72398845
Columbia,2020-04-03T00:00:00Z,13,15,26,38,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.7,68.4,NA,NA,NA,NA,42037,41.04912086,-76.4100218
Fulton,2020-04-03T00:00:00Z,0,0,15,21,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.4,NA,NA,NA,NA,42057,39.92487511,-78.11485045
Delaware,2020-04-03T00:00:00Z,27,81,237,435,1,5,0,0,43,25,69,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.3,54.5,20,NA,NA,NA,42045,39.91657867,-75.40627712
Indiana,2020-04-03T00:00:00Z,7,12,69,102,0,0,0,0,1,0,2,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3,67.6,NA,NA,NA,NA,42063,40.65295497,-79.09333493
Mercer,2020-04-03T00:00:00Z,22,34,249,312,0,0,0,0,3,0,0,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.7,79.8,NA,NA,NA,NA,42085,41.30237777,-80.26009411
Luzerne,2020-04-03T00:00:00Z,22,82,138,350,6,7,0,0,32,9,26,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,39.4,85.7,NA,NA,NA,42079,41.17836439,-75.9919961
Lycoming,2020-04-03T00:00:00Z,15,54,122,189,5,5,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,64.6,100,NA,NA,NA,42081,41.34459792,-77.06942457
Lancaster,2020-04-03T00:00:00Z,36,81,277,503,27,29,0,0,28,6,21,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4,55.1,93.1,NA,NA,NA,42071,40.04590796,-76.25138768
Montour,2020-04-03T00:00:00Z,21,116,86,267,10,36,8,14,7,4,27,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1,32.2,27.8,57.1,NA,NA,42093,41.02801824,-76.66470527
