county,date,cases,cases_avg_new,cases_cume,cases_rate,cases_avg_new_rate,cases_cume_rate,deaths,deaths_avg_new,deaths_cume,population,deaths_rate,deaths_avg_new_rate,deaths_cume_rate,longitude,latitude
Sullivan,2020-11-05T00:00:00Z,0,0.3,23,0,4.7,379.2,0,0,1,6066,0,0,16.49,-76.5147922,41.4480994
Susquehanna,2020-11-05T00:00:00Z,3,5.6,449,7.4,13.8,1113.4,0,0,29,40328,0,0,71.91,-75.80250303,41.8205686
Wyoming,2020-11-05T00:00:00Z,11,9.7,216,41.1,36.3,806.2,2,0.6,13,26794,7.46,2.13,48.52,-76.01813003,41.51892488
Snyder,2020-11-05T00:00:00Z,7,7.6,559,17.3,18.8,1384.6,0,0,18,40372,0,0,44.59,-77.07255968,40.77113737
McKean,2020-11-06T00:00:00Z,8,4.9,189,19.7,12,465.2,0,0.1,3,40625,0,0.35,7.38,-78.5712202,41.81037074
Westmoreland,2020-11-06T00:00:00Z,84,73,5072,24.1,20.9,1453.7,3,2.1,133,348899,0.86,0.61,38.12,-79.47134118,40.310315
Clearfield,2020-11-06T00:00:00Z,22,13.1,584,27.8,16.6,736.9,0,0.3,9,79255,0,0.36,11.36,-78.47558343,41.000429
Clinton,2020-11-06T00:00:00Z,12,7.3,331,31.1,18.9,856.8,1,0.3,9,38632,2.59,0.74,23.3,-77.642837599999993,41.23286274
Blair,2020-11-06T00:00:00Z,44,63.3,1837,36.1,51.9,1507.9,0,0.9,42,121829,0,0.7,34.47,-78.34907687,40.48555024
Erie,2020-11-06T00:00:00Z,52,46.1,2556,19.3,17.1,947.6,1,0.4,42,269728,0.37,0.16,15.57,-80.0407591,41.99413787
Elk,2020-11-06T00:00:00Z,11,12.4,266,36.8,41.6,889.3,1,0.1,3,29910,3.34,0.48,10.03,-78.64947713,41.42819416
Cameron,2020-11-06T00:00:00Z,0,0.6,14,0,12.8,314.8,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Clarion,2020-11-06T00:00:00Z,21,11.3,325,54.6,29.4,845.5,0,0,4,38438,0,0,10.41,-79.42483608,41.19279129
Dauphin,2020-11-06T00:00:00Z,67,68,5459,24.1,24.4,1961.6,1,0.4,201,278299,0.36,0.15,72.22,-76.77960568,40.41974636
Beaver,2020-11-06T00:00:00Z,32,22.3,2478,19.5,13.6,1511.6,0,0,143,163929,0,0,87.23,-80.35107356,40.68349245
Armstrong,2020-11-06T00:00:00Z,28,20.7,922,43.3,32,1424.3,0,1,31,64735,0,1.54,47.89,-79.47316899,40.81509526
Crawford,2020-11-06T00:00:00Z,18,20.4,714,21.3,24.1,843.7,0,0.1,5,84629,0,0.17,5.91,-80.11321083,41.68546907
Carbon,2020-11-06T00:00:00Z,11,13.7,710,17.1,21.4,1106.2,0,0.1,33,64182,0,0.22,51.42,-75.71107039,40.91936701
Forest,2020-11-06T00:00:00Z,0,0.1,20,0,2,276,0,0,1,7247,0,0,13.8,-79.23780995,41.51357876
Columbia,2020-11-06T00:00:00Z,6,7.6,1138,9.2,11.7,1751.7,0,0.1,45,64964,0,0.22,69.27,-76.4100218,41.04912086
Allegheny,2020-11-06T00:00:00Z,287,193.9,17170,23.6,15.9,1412,4,2.1,453,1216045,0.33,0.18,37.25,-79.98619843,40.46735543
Bedford,2020-11-06T00:00:00Z,31,23.4,611,64.7,48.9,1275.9,0,0,8,47888,0,0,16.71,-78.49116474,40.00737536
Bucks,2020-11-06T00:00:00Z,124,108.9,11042,19.7,17.3,1757.5,3,1,636,628270,0.48,0.16,101.23,-75.11291241,40.33501133
Butler,2020-11-06T00:00:00Z,131,57,2247,69.7,30.3,1196.1,1,1.6,40,187853,0.53,0.84,21.29,-79.91711779,40.91083185
Delaware,2020-11-06T00:00:00Z,214,137.1,14749,37.8,24.2,2602.4,1,0.9,782,566747,0.18,0.15,137.98,-75.40627712,39.91657867
Centre,2020-11-06T00:00:00Z,95,47.4,4729,58.5,29.2,2912.2,0,0.3,24,162385,0,0.18,14.78,-77.82500112,40.9193135
Cambria,2020-11-06T00:00:00Z,74,48,1575,56.8,36.9,1209.8,1,0.9,18,130192,0.77,0.66,13.83,-78.71894174,40.49127491
Adams,2020-11-06T00:00:00Z,28,19.9,1327,27.2,19.3,1288.2,1,0.7,35,103009,0.97,0.69,33.98,-77.22224271,39.87209565
Bradford,2020-11-06T00:00:00Z,38,33.3,1112,63,55.2,1843.4,1,1.3,25,60323,1.66,2.13,41.44,-76.51825624,41.79117814
Fayette,2020-11-06T00:00:00Z,14,14.4,1175,10.8,11.2,908.9,0,0,15,129274,0,0,11.6,-79.65189635,39.9194478
Berks,2020-11-06T00:00:00Z,114,102.3,10311,27.1,24.3,2448.2,0,1.4,442,421164,0,0.34,104.95,-75.93077327,40.41939635
Chester,2020-11-06T00:00:00Z,118,78,8687,22.5,14.9,1654.7,0,0.3,383,524989,0,0.05,72.95,-75.75626498,39.97487056
Franklin,2020-11-06T00:00:00Z,57,42.4,2622,36.8,27.4,1691.3,3,1.4,67,155027,1.94,0.92,43.22,-77.72398845,39.92786197
Cumberland,2020-11-06T00:00:00Z,63,38,2826,24.9,15,1115.4,0,0.4,85,253370,0,0.17,33.55,-77.26866271,40.16759839
Lancaster,2020-11-06T00:00:00Z,143,119.1,10728,26.2,21.8,1965.8,0,2,496,545724,0,0.37,90.89,-76.25138768,40.04590796
Lycoming,2020-11-06T00:00:00Z,22,14.1,1092,19.4,12.5,963.8,0,0,32,113299,0,0,28.24,-77.06942457,41.34459792
Pike,2020-11-06T00:00:00Z,7,5.3,665,12.5,9.5,1191.6,0,0,23,55809,0,0,41.21,-75.03270924,41.332572
Jefferson,2020-11-06T00:00:00Z,17,10,286,39.1,23,658.6,0,0.1,5,43425,0,0.33,11.51,-79.00101814,41.13139091
Monroe,2020-11-06T00:00:00Z,28,24.9,2225,16.4,14.6,1306.7,0,0,135,170271,0,0,79.29,-75.34083603,41.06091787
Schuylkill,2020-11-06T00:00:00Z,56,39.4,2426,39.6,27.9,1716.2,2,2.7,129,141359,1.41,1.92,91.26,-76.22332385,40.70751243
Perry,2020-11-06T00:00:00Z,2,4.1,411,4.3,9,888.2,0,0.3,8,46272,0,0.62,17.29,-77.25907385,40.40415317
Northampton,2020-11-06T00:00:00Z,85,63.1,5992,27.8,20.7,1962.8,1,0.6,324,305285,0.33,0.19,106.13,-75.31263726,40.7545954
Lackawanna,2020-11-06T00:00:00Z,32,29.6,4072,15.3,14.1,1942.1,0,0.4,224,209674,0,0.2,106.83,-75.61218345,41.43910064
Indiana,2020-11-06T00:00:00Z,36,33.1,1444,42.8,39.4,1717.6,1,0.4,20,84073,1.19,0.51,23.79,-79.09333493,40.65295497
Huntingdon,2020-11-06T00:00:00Z,23,24.6,1214,50.9,54.4,2689.2,1,1.7,39,45144,2.22,3.8,86.39,-77.9827661,40.416105
Luzerne,2020-11-06T00:00:00Z,97,71.1,6054,30.6,22.4,1907.3,4,2.1,229,317417,1.26,0.68,72.14,-75.9919961,41.17836439
Mercer,2020-11-06T00:00:00Z,48,31.4,1364,43.9,28.7,1246.5,0,0.7,34,109424,0,0.65,31.07,-80.26009411,41.30237777
Lehigh,2020-11-06T00:00:00Z,133,90.3,7448,36,24.4,2016.7,0,0.6,374,369318,0,0.15,101.27,-75.60099481,40.61464794
Greene,2020-11-06T00:00:00Z,15,9.6,331,41.4,26.4,913.5,0,0,1,36233,0,0,2.76,-80.22943817,39.85480393
Mifflin,2020-11-06T00:00:00Z,19,21,590,41.2,45.5,1278.8,0,0,4,46138,0,0,8.67,-77.62003089,40.61274928
Montgomery,2020-11-06T00:00:00Z,189,143.6,15231,22.7,17.3,1833,1,1,909,830915,0.12,0.12,109.4,-75.37252001,40.20989874
Montour,2020-11-06T00:00:00Z,10,3.4,334,54.9,18.8,1832.1,0,0,14,18230,0,0,76.8,-76.66470527,41.02801824
Philadelphia,2020-11-06T00:00:00Z,743,502.1,48378,46.9,31.7,3054,3,3.3,1940,1584064,0.19,0.21,122.47,-75.140236,40.00444354
Northumberland,2020-11-06T00:00:00Z,16,19.9,1739,17.6,21.9,1914.3,0,0.1,115,90843,0,0.16,126.59,-76.71188423,40.85150926
Fulton,2020-11-06T00:00:00Z,3,3.6,120,20.6,24.6,825.9,0,0,4,14530,0,0,27.53,-78.11485045,39.92487511
Potter,2020-11-06T00:00:00Z,3,1.9,71,18.2,11.2,429.6,0,0,1,16526,0,0,6.05,-77.89879229,41.74420644
Juniata,2020-11-06T00:00:00Z,8,6.1,291,32.3,24.8,1175.1,0,0.1,9,24763,0,0.58,36.34,-77.405775,40.53433008
Lebanon,2020-11-06T00:00:00Z,69,54.9,3581,48.7,38.7,2525.5,1,1.1,82,141793,0.71,0.81,57.83,-76.46182575,40.367597
Lawrence,2020-11-06T00:00:00Z,70,41.4,1243,81.9,48.4,1453.6,2,1.6,54,85512,2.34,1.84,63.15,-80.33754114,40.99325035
Susquehanna,2020-11-06T00:00:00Z,5,5.7,454,12.4,14.2,1125.8,0,0,29,40328,0,0,71.91,-75.80250303,41.8205686
Somerset,2020-11-06T00:00:00Z,31,14.1,566,42.2,19.3,770.6,0,0.1,4,73447,0,0.19,5.45,-79.03100206,39.97146299
Venango,2020-11-06T00:00:00Z,16,16.6,405,31.6,32.7,799.3,0,0,1,50668,0,0,1.97,-79.76286561,41.40341259
Tioga,2020-11-06T00:00:00Z,24,13.6,342,59.1,33.4,842.6,1,0.3,6,40591,2.46,0.7,14.78,-77.25788076,41.77333834
Washington,2020-11-06T00:00:00Z,53,46.1,2476,25.6,22.3,1196.9,0,0.9,47,206865,0,0.41,22.72,-80.25180083,40.19109663
York,2020-11-06T00:00:00Z,140,72,7269,31.2,16,1618.7,2,1.7,227,449058,0.45,0.38,50.55,-76.72576052,39.92192531
Warren,2020-11-06T00:00:00Z,1,1.7,83,2.6,4.4,211.8,0,0,1,39191,0,0,2.55,-79.27858158,41.81675237
Union,2020-11-06T00:00:00Z,15,8.4,786,33.4,18.8,1749.7,1,0.1,13,44923,2.23,0.32,28.94,-77.06415803,40.96473131
Wyoming,2020-11-06T00:00:00Z,8,8.3,224,29.9,30.9,836,0,0.4,13,26794,0,1.6,48.52,-76.01813003,41.51892488
Snyder,2020-11-06T00:00:00Z,11,8.6,570,27.2,21.2,1411.9,0,0,18,40372,0,0,44.59,-77.07255968,40.77113737
Sullivan,2020-11-06T00:00:00Z,0,0.3,23,0,4.7,379.2,0,0,1,6066,0,0,16.49,-76.5147922,41.4480994
Wayne,2020-11-06T00:00:00Z,5,3,318,9.7,5.8,619.1,0,0,12,51361,0,0,23.36,-75.3051535,41.64969805
McKean,2020-11-07T00:00:00Z,1,4.4,190,2.5,10.9,467.7,0,0.1,3,40625,0,0.35,7.38,-78.5712202,41.81037074
Clearfield,2020-11-07T00:00:00Z,10,13.9,594,12.6,17.5,749.5,0,0.3,9,79255,0,0.36,11.36,-78.47558343,41.000429
Westmoreland,2020-11-07T00:00:00Z,100,77.7,5172,28.7,22.3,1482.4,7,2.9,140,348899,2.01,0.82,40.13,-79.47134118,40.310315
Bucks,2020-11-07T00:00:00Z,151,120,11193,24,19.1,1781.6,2,1.1,638,628270,0.32,0.18,101.55,-75.11291241,40.33501133
Berks,2020-11-07T00:00:00Z,73,100.7,10384,17.3,23.9,2465.5,0,1.1,442,421164,0,0.27,104.95,-75.93077327,40.41939635
Butler,2020-11-07T00:00:00Z,83,61,2330,44.2,32.5,1240.3,1,1.6,41,187853,0.53,0.84,21.83,-79.91711779,40.91083185
Franklin,2020-11-07T00:00:00Z,39,44.7,2661,25.2,28.8,1716.5,2,1.7,69,155027,1.29,1.11,44.51,-77.72398845,39.92786197
Dauphin,2020-11-07T00:00:00Z,61,69.3,5520,21.9,24.9,1983.5,2,0.7,203,278299,0.72,0.26,72.94,-76.77960568,40.41974636
Delaware,2020-11-07T00:00:00Z,147,141.9,14896,25.9,25,2628.3,0,0.7,782,566747,0,0.13,137.98,-75.40627712,39.91657867
Cambria,2020-11-07T00:00:00Z,45,51.1,1620,34.6,39.3,1244.3,1,1,19,130192,0.77,0.77,14.59,-78.71894174,40.49127491
Allegheny,2020-11-07T00:00:00Z,252,210.6,17422,20.7,17.3,1432.7,2,2.1,455,1216045,0.16,0.18,37.42,-79.98619843,40.46735543
Cumberland,2020-11-07T00:00:00Z,59,44.3,2885,23.3,17.5,1138.7,0,0.4,85,253370,0,0.17,33.55,-77.26866271,40.16759839
Bradford,2020-11-07T00:00:00Z,38,33.3,1150,63,55.2,1906.4,2,1.1,27,60323,3.32,1.89,44.76,-76.51825624,41.79117814
Clinton,2020-11-07T00:00:00Z,6,7.6,337,15.5,19.6,872.3,0,0.3,9,38632,0,0.74,23.3,-77.642837599999993,41.23286274
Chester,2020-11-07T00:00:00Z,59,78,8746,11.2,14.9,1665.9,0,0.3,383,524989,0,0.05,72.95,-75.75626498,39.97487056
Columbia,2020-11-07T00:00:00Z,5,7.6,1143,7.7,11.7,1759.4,0,0.1,45,64964,0,0.22,69.27,-76.4100218,41.04912086
Forest,2020-11-07T00:00:00Z,1,0.3,21,13.8,3.9,289.8,0,0,1,7247,0,0,13.8,-79.23780995,41.51357876
Carbon,2020-11-07T00:00:00Z,2,13.3,712,3.1,20.7,1109.3,1,0.3,34,64182,1.56,0.45,52.97,-75.71107039,40.91936701
Bedford,2020-11-07T00:00:00Z,36,26.4,647,75.2,55.2,1351.1,1,0.1,9,47888,2.09,0.3,18.79,-78.49116474,40.00737536
Fayette,2020-11-07T00:00:00Z,20,15.4,1195,15.5,11.9,924.4,0,0,15,129274,0,0,11.6,-79.65189635,39.9194478
Crawford,2020-11-07T00:00:00Z,28,22.3,742,33.1,26.3,876.8,0,0,5,84629,0,0,5.91,-80.11321083,41.68546907
Adams,2020-11-07T00:00:00Z,24,22.3,1351,23.3,21.6,1311.5,0,0.6,35,103009,0,0.55,33.98,-77.22224271,39.87209565
Armstrong,2020-11-07T00:00:00Z,25,23.1,947,38.6,35.8,1462.9,0,1,31,64735,0,1.54,47.89,-79.47316899,40.81509526
Erie,2020-11-07T00:00:00Z,53,48.4,2609,19.6,18,967.3,0,0.4,42,269728,0,0.16,15.57,-80.0407591,41.99413787
Beaver,2020-11-07T00:00:00Z,17,22.3,2495,10.4,13.6,1522,0,0,143,163929,0,0,87.23,-80.35107356,40.68349245
Elk,2020-11-07T00:00:00Z,9,10.9,275,30.1,36.3,919.4,0,0.1,3,29910,0,0.48,10.03,-78.64947713,41.42819416
Clarion,2020-11-07T00:00:00Z,21,13.4,346,54.6,34.9,900.2,0,0,4,38438,0,0,10.41,-79.42483608,41.19279129
Cameron,2020-11-07T00:00:00Z,0,0.6,14,0,12.8,314.8,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Blair,2020-11-07T00:00:00Z,95,65.9,1932,78,54.1,1585.8,1,0.9,43,121829,0.82,0.7,35.3,-78.34907687,40.48555024
Centre,2020-11-07T00:00:00Z,17,46.7,4746,10.5,28.8,2922.7,1,0.3,25,162385,0.62,0.18,15.4,-77.82500112,40.9193135
Northumberland,2020-11-07T00:00:00Z,25,21.6,1764,27.5,23.7,1941.8,2,0.4,117,90843,2.2,0.47,128.79,-76.71188423,40.85150926
Potter,2020-11-07T00:00:00Z,3,2.3,74,18.2,13.8,447.8,0,0,1,16526,0,0,6.05,-77.89879229,41.74420644
Lebanon,2020-11-07T00:00:00Z,53,57.6,3634,37.4,40.6,2562.9,2,1.1,84,141793,1.41,0.81,59.24,-76.46182575,40.367597
Montgomery,2020-11-07T00:00:00Z,155,148.6,15386,18.7,17.9,1851.7,0,1,909,830915,0,0.12,109.4,-75.37252001,40.20989874
Lackawanna,2020-11-07T00:00:00Z,19,28.9,4091,9.1,13.8,1951.1,1,0.4,225,209674,0.48,0.2,107.31,-75.61218345,41.43910064
Lycoming,2020-11-07T00:00:00Z,17,14.9,1109,15,13.1,978.8,0,0,32,113299,0,0,28.24,-77.06942457,41.34459792
Indiana,2020-11-07T00:00:00Z,34,34.1,1478,40.4,40.6,1758,0,0.4,20,84073,0,0.51,23.79,-79.09333493,40.65295497
Pike,2020-11-07T00:00:00Z,2,5.4,667,3.6,9.7,1195.1,0,0,23,55809,0,0,41.21,-75.03270924,41.332572
Jefferson,2020-11-07T00:00:00Z,12,10.3,298,27.6,23.7,686.2,0,0.1,5,43425,0,0.33,11.51,-79.00101814,41.13139091
Philadelphia,2020-11-07T00:00:00Z,568,537.3,48946,35.9,33.9,3089.9,5,4,1945,1584064,0.32,0.25,122.79,-75.140236,40.00444354
Mifflin,2020-11-07T00:00:00Z,27,22.1,617,58.5,48,1337.3,0,0,4,46138,0,0,8.67,-77.62003089,40.61274928
Monroe,2020-11-07T00:00:00Z,18,25.6,2243,10.6,15,1317.3,0,0,135,170271,0,0,79.29,-75.34083603,41.06091787
Montour,2020-11-07T00:00:00Z,6,4,340,32.9,21.9,1865.1,0,0,14,18230,0,0,76.8,-76.66470527,41.02801824
Perry,2020-11-07T00:00:00Z,3,4.1,414,6.5,9,894.7,0,0.3,8,46272,0,0.62,17.29,-77.25907385,40.40415317
Juniata,2020-11-07T00:00:00Z,17,8,308,68.7,32.3,1243.8,0,0.1,9,24763,0,0.58,36.34,-77.405775,40.53433008
Luzerne,2020-11-07T00:00:00Z,78,71.6,6132,24.6,22.5,1931.8,3,2.3,232,317417,0.95,0.72,73.09,-75.9919961,41.17836439
Lawrence,2020-11-07T00:00:00Z,34,45,1277,39.8,52.6,1493.4,2,1.9,56,85512,2.34,2.17,65.49,-80.33754114,40.99325035
Fulton,2020-11-07T00:00:00Z,1,3.6,121,6.9,24.6,832.8,0,0,4,14530,0,0,27.53,-78.11485045,39.92487511
Northampton,2020-11-07T00:00:00Z,52,63,6044,17,20.6,1979.8,1,0.6,325,305285,0.33,0.19,106.46,-75.31263726,40.7545954
Mercer,2020-11-07T00:00:00Z,35,34.9,1399,32,31.9,1278.5,1,0.9,35,109424,0.91,0.78,31.99,-80.26009411,41.30237777
Greene,2020-11-07T00:00:00Z,7,9.6,338,19.3,26.4,932.9,0,0,1,36233,0,0,2.76,-80.22943817,39.85480393
Huntingdon,2020-11-07T00:00:00Z,9,22.7,1223,19.9,50.3,2709.1,2,1.9,41,45144,4.43,4.11,90.82,-77.9827661,40.416105
Lehigh,2020-11-07T00:00:00Z,105,97.1,7553,28.4,26.3,2045.1,0,0.6,374,369318,0,0.15,101.27,-75.60099481,40.61464794
Schuylkill,2020-11-07T00:00:00Z,31,38.9,2457,21.9,27.5,1738.1,4,3,133,141359,2.83,2.12,94.09,-76.22332385,40.70751243
Lancaster,2020-11-07T00:00:00Z,152,131.6,10880,27.9,24.1,1993.7,1,1.4,497,545724,0.18,0.26,91.07,-76.25138768,40.04590796
York,2020-11-07T00:00:00Z,88,76.4,7357,19.6,17,1638.3,1,1.7,228,449058,0.22,0.38,50.77,-76.72576052,39.92192531
Sullivan,2020-11-07T00:00:00Z,0,0.3,23,0,4.7,379.2,0,0,1,6066,0,0,16.49,-76.5147922,41.4480994
Wyoming,2020-11-07T00:00:00Z,5,8.1,229,18.7,30.4,854.7,1,0.6,14,26794,3.73,2.13,52.25,-76.01813003,41.51892488
Washington,2020-11-07T00:00:00Z,35,48.6,2511,16.9,23.5,1213.8,2,1,49,206865,0.97,0.48,23.69,-80.25180083,40.19109663
Warren,2020-11-07T00:00:00Z,2,2,85,5.1,5.1,216.9,0,0,1,39191,0,0,2.55,-79.27858158,41.81675237
Snyder,2020-11-07T00:00:00Z,5,8.4,575,12.4,20.9,1424.3,0,0,18,40372,0,0,44.59,-77.07255968,40.77113737
Susquehanna,2020-11-07T00:00:00Z,1,4.9,455,2.5,12,1128.2,2,0.3,31,40328,4.96,0.71,76.87,-75.80250303,41.8205686
Union,2020-11-07T00:00:00Z,38,11.3,824,84.6,25.1,1834.2,0,0.1,13,44923,0,0.32,28.94,-77.06415803,40.96473131
Tioga,2020-11-07T00:00:00Z,23,14.9,365,56.7,36.6,899.2,0,0.3,6,40591,0,0.7,14.78,-77.25788076,41.77333834
Wayne,2020-11-07T00:00:00Z,5,3.6,323,9.7,7,628.9,0,0,12,51361,0,0,23.36,-75.3051535,41.64969805
Somerset,2020-11-07T00:00:00Z,16,14.4,582,21.8,19.6,792.4,1,0.3,5,73447,1.36,0.39,6.81,-79.03100206,39.97146299
Venango,2020-11-07T00:00:00Z,25,18.9,430,49.3,37.2,848.7,0,0,1,50668,0,0,1.97,-79.76286561,41.40341259
McKean,2020-11-08T00:00:00Z,15,6.3,205,36.9,15.5,504.6,0,0.1,3,40625,0,0.35,7.38,-78.5712202,41.81037074
Clearfield,2020-11-08T00:00:00Z,16,14.6,610,20.2,18.4,769.7,0,0.3,9,79255,0,0.36,11.36,-78.47558343,41.000429
Bucks,2020-11-08T00:00:00Z,171,134.3,11364,27.2,21.4,1808.8,1,1.3,639,628270,0.16,0.2,101.71,-75.11291241,40.33501133
Westmoreland,2020-11-08T00:00:00Z,97,83,5269,27.8,23.8,1510.2,4,3,144,348899,1.15,0.86,41.27,-79.47134118,40.310315
Berks,2020-11-08T00:00:00Z,93,101.1,10477,22.1,24,2487.6,1,1.3,443,421164,0.24,0.31,105.18,-75.93077327,40.41939635
Forest,2020-11-08T00:00:00Z,0,0.3,21,0,3.9,289.8,0,0,1,7247,0,0,13.8,-79.23780995,41.51357876
Bedford,2020-11-08T00:00:00Z,20,26.3,667,41.8,54.9,1392.8,1,0.3,10,47888,2.09,0.6,20.88,-78.49116474,40.00737536
Columbia,2020-11-08T00:00:00Z,12,8.1,1155,18.5,12.5,1777.9,0,0.1,45,64964,0,0.22,69.27,-76.4100218,41.04912086
Crawford,2020-11-08T00:00:00Z,11,21.7,753,13,25.7,889.8,0,0,5,84629,0,0,5.91,-80.11321083,41.68546907
Centre,2020-11-08T00:00:00Z,63,52.3,4809,38.8,32.2,2961.5,0,0.3,25,162385,0,0.18,15.4,-77.82500112,40.9193135
Adams,2020-11-08T00:00:00Z,18,23.3,1369,17.5,22.6,1329,2,0.9,37,103009,1.94,0.83,35.92,-77.22224271,39.87209565
Delaware,2020-11-08T00:00:00Z,204,160,15100,36,28.2,2664.3,2,0.9,784,566747,0.35,0.15,138.33,-75.40627712,39.91657867
Cumberland,2020-11-08T00:00:00Z,68,50.7,2953,26.8,20,1165.5,1,0.6,86,253370,0.39,0.23,33.94,-77.26866271,40.16759839
Bradford,2020-11-08T00:00:00Z,14,29.1,1164,23.2,48.3,1929.6,2,1.3,29,60323,3.32,2.13,48.07,-76.51825624,41.79117814
Clinton,2020-11-08T00:00:00Z,1,7.4,338,2.6,19.2,874.9,1,0.4,10,38632,2.59,1.11,25.89,-77.642837599999993,41.23286274
Carbon,2020-11-08T00:00:00Z,15,14.3,727,23.4,22.3,1132.7,2,0.6,36,64182,3.12,0.89,56.09,-75.71107039,40.91936701
Chester,2020-11-08T00:00:00Z,98,85.1,8844,18.7,16.2,1684.6,0,0.3,383,524989,0,0.05,72.95,-75.75626498,39.97487056
Armstrong,2020-11-08T00:00:00Z,28,23.6,975,43.3,36.4,1506.1,2,1.1,33,64735,3.09,1.77,50.98,-79.47316899,40.81509526
Erie,2020-11-08T00:00:00Z,78,54.1,2687,28.9,20.1,996.2,0,0.4,42,269728,0,0.16,15.57,-80.0407591,41.99413787
Beaver,2020-11-08T00:00:00Z,10,20.9,2505,6.1,12.7,1528.1,0,0,143,163929,0,0,87.23,-80.35107356,40.68349245
Cameron,2020-11-08T00:00:00Z,0,0.4,14,0,9.6,314.8,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Clarion,2020-11-08T00:00:00Z,21,14.6,367,54.6,37.9,954.8,0,0,4,38438,0,0,10.41,-79.42483608,41.19279129
Elk,2020-11-08T00:00:00Z,2,10.3,277,6.7,34.4,926.1,0,0.1,3,29910,0,0.48,10.03,-78.64947713,41.42819416
Blair,2020-11-08T00:00:00Z,49,62.4,1981,40.2,51.2,1626,0,0.7,43,121829,0,0.59,35.3,-78.34907687,40.48555024
Fayette,2020-11-08T00:00:00Z,8,15.3,1203,6.2,11.8,930.6,0,0,15,129274,0,0,11.6,-79.65189635,39.9194478
Butler,2020-11-08T00:00:00Z,69,60.1,2399,36.7,32,1277.1,3,1.6,44,187853,1.6,0.84,23.42,-79.91711779,40.91083185
Franklin,2020-11-08T00:00:00Z,41,48.1,2702,26.4,31.1,1742.9,1,1.4,70,155027,0.65,0.92,45.15,-77.72398845,39.92786197
Dauphin,2020-11-08T00:00:00Z,67,74.7,5587,24.1,26.8,2007.6,0,0.7,203,278299,0,0.26,72.94,-76.77960568,40.41974636
Cambria,2020-11-08T00:00:00Z,56,55.6,1676,43,42.7,1287.3,4,1.4,23,130192,3.07,1.1,17.67,-78.71894174,40.49127491
Allegheny,2020-11-08T00:00:00Z,272,231,17694,22.4,19,1455,1,2.1,456,1216045,0.08,0.18,37.5,-79.98619843,40.46735543
Huntingdon,2020-11-08T00:00:00Z,7,21.7,1230,15.5,48.1,2724.6,0,1.4,41,45144,0,3.16,90.82,-77.9827661,40.416105
Greene,2020-11-08T00:00:00Z,6,9.3,344,16.6,25.6,949.4,0,0,1,36233,0,0,2.76,-80.22943817,39.85480393
Mercer,2020-11-08T00:00:00Z,32,36.7,1431,29.2,33.6,1307.8,0,0.9,35,109424,0,0.78,31.99,-80.26009411,41.30237777
Lehigh,2020-11-08T00:00:00Z,111,101.9,7664,30.1,27.6,2075.2,0,0.4,374,369318,0,0.12,101.27,-75.60099481,40.61464794
Juniata,2020-11-08T00:00:00Z,8,8.1,316,32.3,32.9,1276.1,0,0.1,9,24763,0,0.58,36.34,-77.405775,40.53433008
Montour,2020-11-08T00:00:00Z,7,4.9,347,38.4,26.6,1903.5,0,0,14,18230,0,0,76.8,-76.66470527,41.02801824
Potter,2020-11-08T00:00:00Z,1,1.9,75,6.1,11.2,453.8,0,0,1,16526,0,0,6.05,-77.89879229,41.74420644
Lebanon,2020-11-08T00:00:00Z,43,58.6,3677,30.3,41.3,2593.2,1,1.3,85,141793,0.71,0.91,59.95,-76.46182575,40.367597
Lawrence,2020-11-08T00:00:00Z,30,42.4,1307,35.1,49.6,1528.4,5,2.4,61,85512,5.85,2.84,71.34,-80.33754114,40.99325035
Lycoming,2020-11-08T00:00:00Z,20,16.3,1129,17.7,14.4,996.5,0,0,32,113299,0,0,28.24,-77.06942457,41.34459792
Luzerne,2020-11-08T00:00:00Z,79,75.7,6211,24.9,23.9,1956.7,1,2.3,233,317417,0.32,0.72,73.41,-75.9919961,41.17836439
Montgomery,2020-11-08T00:00:00Z,215,167.4,15601,25.9,20.1,1877.6,0,0.7,909,830915,0,0.09,109.4,-75.37252001,40.20989874
Northampton,2020-11-08T00:00:00Z,76,67.9,6120,24.9,22.2,2004.7,0,0.6,325,305285,0,0.19,106.46,-75.31263726,40.7545954
Fulton,2020-11-08T00:00:00Z,1,3.3,122,6.9,22.6,839.6,0,0,4,14530,0,0,27.53,-78.11485045,39.92487511
Jefferson,2020-11-08T00:00:00Z,7,10.4,305,16.1,24,702.4,0,0.1,5,43425,0,0.33,11.51,-79.00101814,41.13139091
Philadelphia,2020-11-08T00:00:00Z,473,571.7,49419,29.9,36.1,3119.8,4,4.4,1949,1584064,0.25,0.28,123.04,-75.140236,40.00444354
Pike,2020-11-08T00:00:00Z,6,6,673,10.8,10.8,1205.9,0,0,23,55809,0,0,41.21,-75.03270924,41.332572
Monroe,2020-11-08T00:00:00Z,27,27.9,2270,15.9,16.4,1333.2,0,0,135,170271,0,0,79.29,-75.34083603,41.06091787
Mifflin,2020-11-08T00:00:00Z,37,25.4,654,80.2,55.1,1417.5,2,0.3,6,46138,4.33,0.62,13,-77.62003089,40.61274928
