county,date,cases,cases_avg_new,cases_cume,cases_rate,cases_avg_new_rate,cases_cume_rate,deaths,deaths_avg_new,deaths_cume,population,deaths_rate,deaths_avg_new_rate,deaths_cume_rate,longitude,latitude
Venango,2020-04-03T00:00:00Z,0,0.4,3,0,0.8,5.9,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Warren,2020-04-03T00:00:00Z,0,0,1,0,0,2.6,0,0,0,39191,0,0,0,-79.27858158,41.81675237
Wayne,2020-04-03T00:00:00Z,3,2.7,24,5.8,5.3,46.7,0,0,0,51361,0,0,0,-75.3051535,41.64969805
Sullivan,2020-04-03T00:00:00Z,1,0.1,1,16.5,2.4,16.5,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Tioga,2020-04-03T00:00:00Z,0,0.3,3,0,0.7,7.4,0,0,0,40591,0,0,0,-77.25788076,41.77333834
McKean,2020-04-04T00:00:00Z,0,0,1,0,0,2.5,0,0,0,40625,0,0,0,-78.5712202,41.81037074
Cumberland,2020-04-04T00:00:00Z,12,6,68,4.7,2.4,26.8,0,0.1,1,253370,0,0.06,0.39,-77.26866271,40.16759839
Bucks,2020-04-04T00:00:00Z,66,52.7,575,10.5,8.4,91.5,3,1.9,16,628270,0.48,0.3,2.55,-75.11291241,40.33501133
Berks,2020-04-04T00:00:00Z,42,30.1,279,10,7.2,66.2,3,1.4,11,421164,0.71,0.34,2.61,-75.93077327,40.41939635
Dauphin,2020-04-04T00:00:00Z,25,13.1,125,9,4.7,44.9,1,0.3,2,278299,0.36,0.1,0.72,-76.77960568,40.41974636
Fayette,2020-04-04T00:00:00Z,4,2.4,27,3.1,1.9,20.9,0,0.1,1,129274,0,0.11,0.77,-79.65189635,39.9194478
Cambria,2020-04-04T00:00:00Z,1,0.9,7,0.8,0.7,5.4,0,0,0,130192,0,0,0,-78.71894174,40.49127491
Allegheny,2020-04-04T00:00:00Z,42,47.1,591,3.5,3.9,48.6,0,0.7,6,1216045,0,0.06,0.49,-79.98619843,40.46735543
Blair,2020-04-04T00:00:00Z,1,0.4,6,0.8,0.4,4.9,0,0,0,121829,0,0,0,-78.34907687,40.48555024
Beaver,2020-04-04T00:00:00Z,9,8.4,87,5.5,5.1,53.1,1,1.1,8,163929,0.61,0.7,4.88,-80.35107356,40.68349245
Adams,2020-04-04T00:00:00Z,1,2.1,23,1,2.1,22.3,0,0,0,103009,0,0,0,-77.22224271,39.87209565
Clearfield,2020-04-04T00:00:00Z,0,0.7,7,0,0.9,8.8,0,0,0,79255,0,0,0,-78.47558343,41.000429
Erie,2020-04-04T00:00:00Z,0,1.7,23,0,0.6,8.5,0,0,0,269728,0,0,0,-80.0407591,41.99413787
Franklin,2020-04-04T00:00:00Z,2,2.6,28,1.3,1.7,18.1,0,0,0,155027,0,0,0,-77.72398845,39.92786197
Chester,2020-04-04T00:00:00Z,20,19.4,272,3.8,3.7,51.8,4,1.1,8,524989,0.76,0.22,1.52,-75.75626498,39.97487056
Crawford,2020-04-04T00:00:00Z,2,0.6,7,2.4,0.7,8.3,0,0,0,84629,0,0,0,-80.11321083,41.68546907
Carbon,2020-04-04T00:00:00Z,4,5.9,50,6.2,9.1,77.9,0,0.3,2,64182,0,0.45,3.12,-75.71107039,40.91936701
Armstrong,2020-04-04T00:00:00Z,0,1.4,13,0,2.2,20.1,0,0.1,1,64735,0,0.22,1.54,-79.47316899,40.81509526
Butler,2020-04-04T00:00:00Z,3,5.7,88,1.6,3,46.8,1,0.1,2,187853,0.53,0.08,1.06,-79.91711779,40.91083185
Elk,2020-04-04T00:00:00Z,0,0,0,0,0,0,0,0,0,29910,0,0,0,-78.64947713,41.42819416
Delaware,2020-04-04T00:00:00Z,92,62.6,715,16.2,11,126.2,4,2.1,21,566747,0.71,0.38,3.71,-75.40627712,39.91657867
Cameron,2020-04-04T00:00:00Z,0,0,1,0,0,22.5,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Forest,2020-04-04T00:00:00Z,3,0.7,5,41.4,9.9,69,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Bradford,2020-04-04T00:00:00Z,0,0.9,10,0,1.4,16.6,0,0,0,60323,0,0,0,-76.51825624,41.79117814
Bedford,2020-04-04T00:00:00Z,0,0.4,3,0,0.9,6.3,0,0,0,47888,0,0,0,-78.49116474,40.00737536
Centre,2020-04-04T00:00:00Z,5,3,45,3.1,1.8,27.7,0,0,0,162385,0,0,0,-77.82500112,40.9193135
Clinton,2020-04-04T00:00:00Z,0,0.3,2,0,0.7,5.2,0,0,0,38632,0,0,0,-77.642837599999993,41.23286274
Columbia,2020-04-04T00:00:00Z,4,2.7,25,6.2,4.2,38.5,0,0,0,64964,0,0,0,-76.4100218,41.04912086
Clarion,2020-04-04T00:00:00Z,1,0.6,5,2.6,1.5,13,0,0,0,38438,0,0,0,-79.42483608,41.19279129
Mifflin,2020-04-04T00:00:00Z,1,0.7,5,2.2,1.5,10.8,0,0,0,46138,0,0,0,-77.62003089,40.61274928
Montour,2020-04-04T00:00:00Z,9,3,25,49.4,16.5,137.1,0,0,0,18230,0,0,0,-76.66470527,41.02801824
Northampton,2020-04-04T00:00:00Z,47,73.1,639,15.4,24,209.3,0,1.1,14,305285,0,0.37,4.59,-75.31263726,40.7545954
Fulton,2020-04-04T00:00:00Z,1,0.1,1,6.9,1,6.9,0,0,0,14530,0,0,0,-78.11485045,39.92487511
Greene,2020-04-04T00:00:00Z,0,0.9,12,0,2.4,33.1,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Philadelphia,2020-04-04T00:00:00Z,445,314,3150,28.1,19.8,198.9,18,9.7,77,1584064,1.14,0.61,4.86,-75.140236,40.00444354
Huntingdon,2020-04-04T00:00:00Z,0,0.4,4,0,0.9,8.9,0,0,0,45144,0,0,0,-77.9827661,40.416105
Jefferson,2020-04-04T00:00:00Z,0,0,0,0,0,0,0,0,0,43425,0,0,0,-79.00101814,41.13139091
Mercer,2020-04-04T00:00:00Z,4,1.6,18,3.7,1.4,16.4,0,0,0,109424,0,0,0,-80.26009411,41.30237777
Juniata,2020-04-04T00:00:00Z,3,1.1,10,12.1,4.6,40.4,0,0,0,24763,0,0,0,-77.405775,40.53433008
Pike,2020-04-04T00:00:00Z,18,12,118,32.3,21.5,211.4,0,0.1,2,55809,0,0.26,3.58,-75.03270924,41.332572
Lehigh,2020-04-04T00:00:00Z,67,103,873,18.1,27.9,236.4,2,0.7,9,369318,0.54,0.19,2.44,-75.60099481,40.61464794
Luzerne,2020-04-04T00:00:00Z,92,91.6,738,29,28.8,232.5,4,1,9,317417,1.26,0.32,2.84,-75.9919961,41.17836439
Monroe,2020-04-04T00:00:00Z,38,56.4,530,22.3,33.1,311.3,3,1.1,15,170271,1.76,0.67,8.81,-75.34083603,41.06091787
Lycoming,2020-04-04T00:00:00Z,0,0.9,9,0,0.8,7.9,0,0,0,113299,0,0,0,-77.06942457,41.34459792
Indiana,2020-04-04T00:00:00Z,4,1.4,13,4.8,1.7,15.5,0,0,0,84073,0,0,0,-79.09333493,40.65295497
Lebanon,2020-04-04T00:00:00Z,19,12.4,107,13.4,8.8,75.5,0,0,0,141793,0,0,0,-76.46182575,40.367597
Perry,2020-04-04T00:00:00Z,0,0.6,5,0,1.2,10.8,0,0.1,1,46272,0,0.31,2.16,-77.25907385,40.40415317
Lackawanna,2020-04-04T00:00:00Z,24,16.4,172,11.4,7.8,82,1,0.4,5,209674,0.48,0.2,2.38,-75.61218345,41.43910064
Lancaster,2020-04-04T00:00:00Z,80,44,372,14.7,8.1,68.2,5,1.3,11,545724,0.92,0.24,2.02,-76.25138768,40.04590796
Schuylkill,2020-04-04T00:00:00Z,12,10.1,92,8.5,7.2,65.1,0,0,0,141359,0,0,0,-76.22332385,40.70751243
Northumberland,2020-04-04T00:00:00Z,5,2,15,5.5,2.2,16.5,0,0,0,90843,0,0,0,-76.71188423,40.85150926
Lawrence,2020-04-04T00:00:00Z,0,2.4,28,0,2.8,32.7,1,0.3,3,85512,1.17,0.33,3.51,-80.33754114,40.99325035
Potter,2020-04-04T00:00:00Z,0,0.1,3,0,0.9,18.2,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Montgomery,2020-04-04T00:00:00Z,148,92.4,1130,17.8,11.1,136,4,2.3,22,830915,0.48,0.28,2.65,-75.37252001,40.20989874
Westmoreland,2020-04-04T00:00:00Z,12,14.6,146,3.4,4.2,41.8,0,0,0,348899,0,0,0,-79.47134118,40.310315
Wyoming,2020-04-04T00:00:00Z,0,0.7,5,0,2.7,18.7,0,0,0,26794,0,0,0,-76.01813003,41.51892488
Wayne,2020-04-04T00:00:00Z,4,3.3,28,7.8,6.4,54.5,0,0,0,51361,0,0,0,-75.3051535,41.64969805
Susquehanna,2020-04-04T00:00:00Z,0,0.6,5,0,1.4,12.4,0,0,0,40328,0,0,0,-75.80250303,41.8205686
Sullivan,2020-04-04T00:00:00Z,0,0.1,1,0,2.4,16.5,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Union,2020-04-04T00:00:00Z,1,0.7,5,2.2,1.6,11.1,0,0,0,44923,0,0,0,-77.06415803,40.96473131
Tioga,2020-04-04T00:00:00Z,0,0.3,3,0,0.7,7.4,0,0,0,40591,0,0,0,-77.25788076,41.77333834
Washington,2020-04-04T00:00:00Z,4,3.4,50,1.9,1.7,24.2,0,0,0,206865,0,0,0,-80.25180083,40.19109663
Venango,2020-04-04T00:00:00Z,0,0.3,3,0,0.6,5.9,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Warren,2020-04-04T00:00:00Z,0,0,1,0,0,2.6,0,0,0,39191,0,0,0,-79.27858158,41.81675237
Somerset,2020-04-04T00:00:00Z,1,0.3,4,1.4,0.4,5.4,0,0,0,73447,0,0,0,-79.03100206,39.97146299
York,2020-04-04T00:00:00Z,34,19.7,181,7.6,4.4,40.3,1,0.3,2,449058,0.22,0.06,0.45,-76.72576052,39.92192531
Snyder,2020-04-04T00:00:00Z,2,1,9,5,2.5,22.3,0,0,0,40372,0,0,0,-77.07255968,40.77113737
McKean,2020-04-05T00:00:00Z,0,0,1,0,0,2.5,0,0,0,40625,0,0,0,-78.5712202,41.81037074
Beaver,2020-04-05T00:00:00Z,16,7.4,103,9.8,4.5,62.8,1,1.3,9,163929,0.61,0.78,5.49,-80.35107356,40.68349245
Clearfield,2020-04-05T00:00:00Z,0,0.4,7,0,0.5,8.8,0,0,0,79255,0,0,0,-78.47558343,41.000429
Berks,2020-04-05T00:00:00Z,49,35.1,328,11.6,8.3,77.9,0,1.4,11,421164,0,0.34,2.61,-75.93077327,40.41939635
Elk,2020-04-05T00:00:00Z,0,0,0,0,0,0,0,0,0,29910,0,0,0,-78.64947713,41.42819416
Blair,2020-04-05T00:00:00Z,0,0.4,6,0,0.4,4.9,0,0,0,121829,0,0,0,-78.34907687,40.48555024
Bradford,2020-04-05T00:00:00Z,0,0.9,10,0,1.4,16.6,0,0,0,60323,0,0,0,-76.51825624,41.79117814
Erie,2020-04-05T00:00:00Z,1,1,24,0.4,0.4,8.9,0,0,0,269728,0,0,0,-80.0407591,41.99413787
Cameron,2020-04-05T00:00:00Z,0,0,1,0,0,22.5,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Chester,2020-04-05T00:00:00Z,37,23,309,7,4.4,58.9,0,1.1,8,524989,0,0.22,1.52,-75.75626498,39.97487056
Cumberland,2020-04-05T00:00:00Z,3,6.1,71,1.2,2.4,28,0,0.1,1,253370,0,0.06,0.39,-77.26866271,40.16759839
Centre,2020-04-05T00:00:00Z,2,3.1,47,1.2,1.9,28.9,0,0,0,162385,0,0,0,-77.82500112,40.9193135
Franklin,2020-04-05T00:00:00Z,3,2.9,31,1.9,1.8,20,0,0,0,155027,0,0,0,-77.72398845,39.92786197
Forest,2020-04-05T00:00:00Z,1,0.9,6,13.8,11.8,82.8,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Clarion,2020-04-05T00:00:00Z,1,0.7,6,2.6,1.9,15.6,0,0,0,38438,0,0,0,-79.42483608,41.19279129
Dauphin,2020-04-05T00:00:00Z,14,14.7,139,5,5.3,49.9,0,0.3,2,278299,0,0.1,0.72,-76.77960568,40.41974636
Cambria,2020-04-05T00:00:00Z,0,0.7,7,0,0.5,5.4,1,0.1,1,130192,0.77,0.11,0.77,-78.71894174,40.49127491
Fayette,2020-04-05T00:00:00Z,2,2.6,29,1.5,2,22.4,0,0.1,1,129274,0,0.11,0.77,-79.65189635,39.9194478
Bedford,2020-04-05T00:00:00Z,0,0.1,3,0,0.3,6.3,0,0,0,47888,0,0,0,-78.49116474,40.00737536
Butler,2020-04-05T00:00:00Z,4,6,92,2.1,3.2,49,0,0.1,2,187853,0,0.08,1.06,-79.91711779,40.91083185
Adams,2020-04-05T00:00:00Z,3,2.6,26,2.9,2.5,25.2,0,0,0,103009,0,0,0,-77.22224271,39.87209565
Columbia,2020-04-05T00:00:00Z,6,3.6,31,9.2,5.5,47.7,0,0,0,64964,0,0,0,-76.4100218,41.04912086
Carbon,2020-04-05T00:00:00Z,11,6.9,61,17.1,10.7,95,0,0.3,2,64182,0,0.45,3.12,-75.71107039,40.91936701
Allegheny,2020-04-05T00:00:00Z,35,49,626,2.9,4,51.5,4,1.3,10,1216045,0.33,0.11,0.82,-79.98619843,40.46735543
Clinton,2020-04-05T00:00:00Z,2,0.6,4,5.2,1.5,10.4,0,0,0,38632,0,0,0,-77.642837599999993,41.23286274
Crawford,2020-04-05T00:00:00Z,2,0.7,9,2.4,0.8,10.6,0,0,0,84629,0,0,0,-80.11321083,41.68546907
Bucks,2020-04-05T00:00:00Z,69,56.6,644,11,9,102.5,4,2.3,20,628270,0.64,0.36,3.18,-75.11291241,40.33501133
Delaware,2020-04-05T00:00:00Z,112,74.9,827,19.8,13.2,145.9,4,2.7,25,566747,0.71,0.48,4.41,-75.40627712,39.91657867
Armstrong,2020-04-05T00:00:00Z,1,1.6,14,1.5,2.4,21.6,0,0.1,1,64735,0,0.22,1.54,-79.47316899,40.81509526
Schuylkill,2020-04-05T00:00:00Z,12,10.6,104,8.5,7.5,73.6,0,0,0,141359,0,0,0,-76.22332385,40.70751243
Montgomery,2020-04-05T00:00:00Z,118,102.7,1248,14.2,12.4,150.2,7,3.3,29,830915,0.84,0.4,3.49,-75.37252001,40.20989874
Potter,2020-04-05T00:00:00Z,0,0.1,3,0,0.9,18.2,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Northumberland,2020-04-05T00:00:00Z,1,1.7,16,1.1,1.9,17.6,0,0,0,90843,0,0,0,-76.71188423,40.85150926
Philadelphia,2020-04-05T00:00:00Z,474,358.7,3624,29.9,22.6,228.8,27,13.3,104,1584064,1.7,0.84,6.57,-75.140236,40.00444354
Northampton,2020-04-05T00:00:00Z,83,76.6,722,27.2,25.1,236.5,2,1.3,16,305285,0.66,0.42,5.24,-75.31263726,40.7545954
Lackawanna,2020-04-05T00:00:00Z,18,18.1,190,8.6,8.7,90.6,1,0.6,6,209674,0.48,0.27,2.86,-75.61218345,41.43910064
Lebanon,2020-04-05T00:00:00Z,19,14.1,126,13.4,10,88.9,0,0,0,141793,0,0,0,-76.46182575,40.367597
Jefferson,2020-04-05T00:00:00Z,0,0,0,0,0,0,0,0,0,43425,0,0,0,-79.00101814,41.13139091
Lancaster,2020-04-05T00:00:00Z,40,45.4,412,7.3,8.3,75.5,7,2.3,18,545724,1.28,0.42,3.3,-76.25138768,40.04590796
Mercer,2020-04-05T00:00:00Z,0,1.6,18,0,1.4,16.4,0,0,0,109424,0,0,0,-80.26009411,41.30237777
Lawrence,2020-04-05T00:00:00Z,1,2.3,29,1.2,2.7,33.9,0,0.3,3,85512,0,0.33,3.51,-80.33754114,40.99325035
Huntingdon,2020-04-05T00:00:00Z,0,0.4,4,0,0.9,8.9,0,0,0,45144,0,0,0,-77.9827661,40.416105
Juniata,2020-04-05T00:00:00Z,1,1.3,11,4,5.2,44.4,0,0,0,24763,0,0,0,-77.405775,40.53433008
Lycoming,2020-04-05T00:00:00Z,1,0.9,10,0.9,0.8,8.8,0,0,0,113299,0,0,0,-77.06942457,41.34459792
Indiana,2020-04-05T00:00:00Z,4,2,17,4.8,2.4,20.2,0,0,0,84073,0,0,0,-79.09333493,40.65295497
Monroe,2020-04-05T00:00:00Z,51,57,581,30,33.5,341.2,0,1,15,170271,0,0.59,8.81,-75.34083603,41.06091787
Pike,2020-04-05T00:00:00Z,12,12.9,130,21.5,23,232.9,1,0.3,3,55809,1.79,0.51,5.38,-75.03270924,41.332572
Mifflin,2020-04-05T00:00:00Z,0,0.6,5,0,1.2,10.8,0,0,0,46138,0,0,0,-77.62003089,40.61274928
Lehigh,2020-04-05T00:00:00Z,136,111.3,1009,36.8,30.1,273.2,1,0.9,10,369318,0.27,0.23,2.71,-75.60099481,40.61464794
Greene,2020-04-05T00:00:00Z,0,0.7,12,0,2,33.1,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Montour,2020-04-05T00:00:00Z,0,2.3,25,0,12.5,137.1,0,0,0,18230,0,0,0,-76.66470527,41.02801824
Perry,2020-04-05T00:00:00Z,0,0.6,5,0,1.2,10.8,0,0.1,1,46272,0,0.31,2.16,-77.25907385,40.40415317
Luzerne,2020-04-05T00:00:00Z,112,99.4,850,35.3,31.3,267.8,0,0.7,9,317417,0,0.23,2.84,-75.9919961,41.17836439
Fulton,2020-04-05T00:00:00Z,0,0.1,1,0,1,6.9,0,0,0,14530,0,0,0,-78.11485045,39.92487511
Venango,2020-04-05T00:00:00Z,2,0.4,5,3.9,0.8,9.9,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Wyoming,2020-04-05T00:00:00Z,0,0.7,5,0,2.7,18.7,0,0,0,26794,0,0,0,-76.01813003,41.51892488
Sullivan,2020-04-05T00:00:00Z,0,0.1,1,0,2.4,16.5,0,0,0,6066,0,0,0,-76.5147922,41.4480994
Warren,2020-04-05T00:00:00Z,0,0,1,0,0,2.6,0,0,0,39191,0,0,0,-79.27858158,41.81675237
York,2020-04-05T00:00:00Z,19,21.1,200,4.2,4.7,44.5,0,0.3,2,449058,0,0.06,0.45,-76.72576052,39.92192531
Tioga,2020-04-05T00:00:00Z,5,1,8,12.3,2.5,19.7,0,0,0,40591,0,0,0,-77.25788076,41.77333834
Wayne,2020-04-05T00:00:00Z,2,3.1,30,3.9,6.1,58.4,0,0,0,51361,0,0,0,-75.3051535,41.64969805
Somerset,2020-04-05T00:00:00Z,2,0.6,6,2.7,0.8,8.2,0,0,0,73447,0,0,0,-79.03100206,39.97146299
Snyder,2020-04-05T00:00:00Z,0,1,9,0,2.5,22.3,0,0,0,40372,0,0,0,-77.07255968,40.77113737
Westmoreland,2020-04-05T00:00:00Z,9,14.7,155,2.6,4.2,44.4,2,0.3,2,348899,0.57,0.08,0.57,-79.47134118,40.310315
Susquehanna,2020-04-05T00:00:00Z,0,0.6,5,0,1.4,12.4,0,0,0,40328,0,0,0,-75.80250303,41.8205686
Union,2020-04-05T00:00:00Z,0,0.6,5,0,1.3,11.1,0,0,0,44923,0,0,0,-77.06415803,40.96473131
Washington,2020-04-05T00:00:00Z,3,3.7,53,1.5,1.8,25.6,0,0,0,206865,0,0,0,-80.25180083,40.19109663
McKean,2020-04-06T00:00:00Z,0,0,1,0,0,2.5,0,0,0,40625,0,0,0,-78.5712202,41.81037074
Chester,2020-04-06T00:00:00Z,33,25.6,342,6.3,4.9,65.1,2,1.4,10,524989,0.38,0.27,1.9,-75.75626498,39.97487056
Erie,2020-04-06T00:00:00Z,7,1.9,31,2.6,0.7,11.5,0,0,0,269728,0,0,0,-80.0407591,41.99413787
Cameron,2020-04-06T00:00:00Z,0,0,1,0,0,22.5,0,0,0,4447,0,0,0,-78.20916932,41.43880265
Clinton,2020-04-06T00:00:00Z,0,0.6,4,0,1.5,10.4,0,0,0,38632,0,0,0,-77.642837599999993,41.23286274
Elk,2020-04-06T00:00:00Z,2,0.3,2,6.7,1,6.7,0,0,0,29910,0,0,0,-78.64947713,41.42819416
Bucks,2020-04-06T00:00:00Z,70,61.1,714,11.1,9.7,113.6,2,2.3,22,628270,0.32,0.36,3.5,-75.11291241,40.33501133
Franklin,2020-04-06T00:00:00Z,7,3,38,4.5,1.9,24.5,0,0,0,155027,0,0,0,-77.72398845,39.92786197
Forest,2020-04-06T00:00:00Z,1,1,7,13.8,13.8,96.6,0,0,0,7247,0,0,0,-79.23780995,41.51357876
Crawford,2020-04-06T00:00:00Z,0,0.7,9,0,0.8,10.6,0,0,0,84629,0,0,0,-80.11321083,41.68546907
Beaver,2020-04-06T00:00:00Z,18,9.6,121,11,5.8,73.8,3,1.4,12,163929,1.83,0.87,7.32,-80.35107356,40.68349245
Berks,2020-04-06T00:00:00Z,40,36.7,368,9.5,8.7,87.4,3,1.9,14,421164,0.71,0.44,3.32,-75.93077327,40.41939635
Clarion,2020-04-06T00:00:00Z,2,0.7,8,5.2,1.9,20.8,0,0,0,38438,0,0,0,-79.42483608,41.19279129
Dauphin,2020-04-06T00:00:00Z,19,16.3,158,6.8,5.9,56.8,0,0.1,2,278299,0,0.05,0.72,-76.77960568,40.41974636
Delaware,2020-04-06T00:00:00Z,68,79.9,895,12,14.1,157.9,5,3.4,30,566747,0.88,0.6,5.29,-75.40627712,39.91657867
Bedford,2020-04-06T00:00:00Z,0,0.1,3,0,0.3,6.3,0,0,0,47888,0,0,0,-78.49116474,40.00737536
Fayette,2020-04-06T00:00:00Z,6,3,35,4.6,2.3,27.1,0,0,1,129274,0,0,0.77,-79.65189635,39.9194478
Butler,2020-04-06T00:00:00Z,17,6.9,109,9,3.7,58,1,0.3,3,187853,0.53,0.15,1.6,-79.91711779,40.91083185
Columbia,2020-04-06T00:00:00Z,15,5.6,46,23.1,8.6,70.8,0,0,0,64964,0,0,0,-76.4100218,41.04912086
Bradford,2020-04-06T00:00:00Z,3,0.9,13,5,1.4,21.6,0,0,0,60323,0,0,0,-76.51825624,41.79117814
Carbon,2020-04-06T00:00:00Z,6,7.1,67,9.3,11.1,104.4,0,0.1,2,64182,0,0.22,3.12,-75.71107039,40.91936701
Cumberland,2020-04-06T00:00:00Z,8,6.1,79,3.2,2.4,31.2,0,0.1,1,253370,0,0.06,0.39,-77.26866271,40.16759839
Allegheny,2020-04-06T00:00:00Z,50,50.7,676,4.1,4.2,55.6,3,1.7,13,1216045,0.25,0.14,1.07,-79.98619843,40.46735543
Centre,2020-04-06T00:00:00Z,8,4.1,55,4.9,2.6,33.9,0,0,0,162385,0,0,0,-77.82500112,40.9193135
Armstrong,2020-04-06T00:00:00Z,4,1.9,18,6.2,2.9,27.8,0,0.1,1,64735,0,0.22,1.54,-79.47316899,40.81509526
Clearfield,2020-04-06T00:00:00Z,0,0.4,7,0,0.5,8.8,0,0,0,79255,0,0,0,-78.47558343,41.000429
Adams,2020-04-06T00:00:00Z,3,2.9,29,2.9,2.8,28.2,0,0,0,103009,0,0,0,-77.22224271,39.87209565
Cambria,2020-04-06T00:00:00Z,0,0.7,7,0,0.5,5.4,1,0.3,2,130192,0.77,0.22,1.54,-78.71894174,40.49127491
Blair,2020-04-06T00:00:00Z,0,0.3,6,0,0.2,4.9,0,0,0,121829,0,0,0,-78.34907687,40.48555024
Perry,2020-04-06T00:00:00Z,4,1.1,9,8.6,2.5,19.5,0,0.1,1,46272,0,0.31,2.16,-77.25907385,40.40415317
Northumberland,2020-04-06T00:00:00Z,6,2.6,22,6.6,2.8,24.2,0,0,0,90843,0,0,0,-76.71188423,40.85150926
Luzerne,2020-04-06T00:00:00Z,126,108.4,976,39.7,34.2,307.5,3,1.1,12,317417,0.95,0.36,3.78,-75.9919961,41.17836439
Lackawanna,2020-04-06T00:00:00Z,40,22,230,19.1,10.5,109.7,2,0.9,8,209674,0.95,0.41,3.82,-75.61218345,41.43910064
Montgomery,2020-04-06T00:00:00Z,145,117.1,1393,17.5,14.1,167.6,11,4.3,40,830915,1.32,0.52,4.81,-75.37252001,40.20989874
Lancaster,2020-04-06T00:00:00Z,79,52.7,491,14.5,9.7,90,3,2.6,21,545724,0.55,0.47,3.85,-76.25138768,40.04590796
Northampton,2020-04-06T00:00:00Z,53,75.3,775,17.4,24.7,253.9,2,1.3,18,305285,0.66,0.42,5.9,-75.31263726,40.7545954
Lawrence,2020-04-06T00:00:00Z,5,2.6,34,5.8,3,39.8,0,0.1,3,85512,0,0.17,3.51,-80.33754114,40.99325035
Potter,2020-04-06T00:00:00Z,0,0.1,3,0,0.9,18.2,0,0,0,16526,0,0,0,-77.89879229,41.74420644
Montour,2020-04-06T00:00:00Z,0,2.3,25,0,12.5,137.1,0,0,0,18230,0,0,0,-76.66470527,41.02801824
Lebanon,2020-04-06T00:00:00Z,21,16.9,147,14.8,11.9,103.7,0,0,0,141793,0,0,0,-76.46182575,40.367597
Greene,2020-04-06T00:00:00Z,4,1,16,11,2.8,44.2,0,0,0,36233,0,0,0,-80.22943817,39.85480393
Fulton,2020-04-06T00:00:00Z,0,0.1,1,0,1,6.9,0,0,0,14530,0,0,0,-78.11485045,39.92487511
Philadelphia,2020-04-06T00:00:00Z,378,388.4,4002,23.9,24.5,252.6,40,17.7,144,1584064,2.53,1.12,9.09,-75.140236,40.00444354
Mercer,2020-04-06T00:00:00Z,8,2.6,26,7.3,2.3,23.8,0,0,0,109424,0,0,0,-80.26009411,41.30237777
Jefferson,2020-04-06T00:00:00Z,1,0.1,1,2.3,0.3,2.3,0,0,0,43425,0,0,0,-79.00101814,41.13139091
Schuylkill,2020-04-06T00:00:00Z,15,11.6,119,10.6,8.2,84.2,0,0,0,141359,0,0,0,-76.22332385,40.70751243
Huntingdon,2020-04-06T00:00:00Z,1,0.6,5,2.2,1.3,11.1,0,0,0,45144,0,0,0,-77.9827661,40.416105
Juniata,2020-04-06T00:00:00Z,4,1.9,15,16.2,7.5,60.6,0,0,0,24763,0,0,0,-77.405775,40.53433008
Pike,2020-04-06T00:00:00Z,10,13,140,17.9,23.3,250.9,0,0.3,3,55809,0,0.51,5.38,-75.03270924,41.332572
Indiana,2020-04-06T00:00:00Z,4,2.1,21,4.8,2.5,25,0,0,0,84073,0,0,0,-79.09333493,40.65295497
Lycoming,2020-04-06T00:00:00Z,2,1,12,1.8,0.9,10.6,0,0,0,113299,0,0,0,-77.06942457,41.34459792
Mifflin,2020-04-06T00:00:00Z,1,0.7,6,2.2,1.5,13,0,0,0,46138,0,0,0,-77.62003089,40.61274928
Lehigh,2020-04-06T00:00:00Z,140,122.7,1149,37.9,33.2,311.1,1,1,11,369318,0.27,0.27,2.98,-75.60099481,40.61464794
Monroe,2020-04-06T00:00:00Z,31,53.1,612,18.2,31.2,359.4,1,1.1,16,170271,0.59,0.67,9.4,-75.34083603,41.06091787
Union,2020-04-06T00:00:00Z,1,0.7,6,2.2,1.6,13.4,0,0,0,44923,0,0,0,-77.06415803,40.96473131
Susquehanna,2020-04-06T00:00:00Z,5,1.3,10,12.4,3.2,24.8,0,0,0,40328,0,0,0,-75.80250303,41.8205686
Washington,2020-04-06T00:00:00Z,3,3,56,1.5,1.5,27.1,0,0,0,206865,0,0,0,-80.25180083,40.19109663
Warren,2020-04-06T00:00:00Z,0,0,1,0,0,2.6,0,0,0,39191,0,0,0,-79.27858158,41.81675237
Tioga,2020-04-06T00:00:00Z,2,1.1,10,4.9,2.8,24.6,0,0,0,40591,0,0,0,-77.25788076,41.77333834
York,2020-04-06T00:00:00Z,29,23.1,229,6.5,5.2,51,0,0.3,2,449058,0,0.06,0.45,-76.72576052,39.92192531
Venango,2020-04-06T00:00:00Z,0,0.3,5,0,0.6,9.9,0,0,0,50668,0,0,0,-79.76286561,41.40341259
Wayne,2020-04-06T00:00:00Z,6,3.9,36,11.7,7.5,70.1,0,0,0,51361,0,0,0,-75.3051535,41.64969805
